review,sentiment
"Guy Richie's third proper film (not counting the God-awful ""Swept Away"" is a complex action thriller concerned with gambling, gangsters and chess. Fans of Richie's previous efforts will probably hate Revolver as much as I did, with its twists and turns. Richie stalwart Jason Statham plays Jake, a newly-released ex-con, out to wreak revenge on the ridiculously named Dorothy Macha (a superbly OTT Ray Liotta) but instead gets embroiled with a couple of other cons, (one of which is Andre 3000 from rap outfit Outkast) who throw him and us the audience, a number of red herrings throughout the film, all of which becomes extremely tedious. The high point of this mess of a movie is the bit in the restaurant, where the dialogue gets turned down in favour of a superbly shot, slow-mo shootout set to Beethoven's Moonlight Sonata. All in all, Revolver is a flawed work, not truly awful but far from Richie's best. That would still be Lock, Stock. If this film was a school homework assignment it would be graded 'must try harder!'",negative
"Mickey Rourke is enjoying a renaissance at the moment... and fair play to him. I always liked his image and his acting ability in such fare as Angel Heart and Johnny Handsome. You know what you are going to get with Rourke - mean, moody, dirty. But this film gives you much more - and you don't want most of it.<br /><br />First and foremost - this whole thing just doesn't make sense. Rourke is a hardened IRA killer who after killing a bus-load of schoolchildren flees Ireland for London. He is on the run from the cops and from his own Army comrades. He has also vowed to never kill again. It looks like the bus full of kids finally did it for him.<br /><br />However, when he gets to London he is tracked down by a local mobster (Bates - looking like his eyebrows and hair came straight off a Burton's dummy) to kill his main competitor in turn for £50,000 and a boat trip to the US. Rourke reluctantly agrees to do it but is seen by a priest (Hoskins) and confesses the crime to him in the confessional in order to keep the priest's mouth shut. He figures it is better than killing him.<br /><br />A wealth of things arise here which just don't add up : 1. Why pick Rourke to off your competition? As is illustrated by a scene whereby an employee is pinned to a wall by a couple of heavies with what look like awls - these London guys are tough enough anyway to do their own killing. 2. Not only that but the Mobster gets a guy to follow Rourke and witness the killing with his own eyes. Why didn't that guy simply kill the competitor and save all the hassle of dealing with Rourke? 3. Hoskins sees the murder take place and the police let him go off - without protection, I may add - to take confession? No way. 4. Rourke hangs around the church (right next to where he carried out the murder ) immediately after the crime takes place to go to confession. Why aren't the cops checking the place out? 5. Rourke hangs around the church and Hoskin's blind niece in particular, for days afterwards without anybody bothering him. What? He's on the run and he stays put by the very place where he committed another murder? Stupid. 6. The cops actually meet Rourke in the church ""fixing"" the organ and have no idea who he is. Do they not know he is on the run for the school bus bombing? They don't even check up on him? 7. Why get Rourke to kill for you, and then tell him to wait around for a few days to get on the boat? You'd think you'd want to get rid of him immediately. Or kill him. One or the other? 8. Why does Bates' brother suddenly decide to rape the blind niece in the midst of all the waiting? Could he not restrain himself for a few days? At least until Rourke has been safely offed to the States? Ridiculous. 9. Rourke suddenly has inner turmoil after all his years of killing and wins over the blind niece immediately - even after she knows he is a killer, she still loves him? Again - utterly ludicrous. And besides - she falls in ""love"" with him in record time - a few days !!!! 10. The whole bomb thing at the end is just plain silly from Bates point of view. 11. Things happen in parts of this film that just do not make sense or are simply in there to help the storyline (and I say that in jest) along. Bates' houses Rourke in a whorehouse until the boat is ready to sail and Rourke suddenly displays a moral high ground to respect the whore in the house - but yet will bed a blind girl. 12. Rourke asks a henchman on the boat where Bates is - and the henchman practically spurts out the entire movements of his boss in less than 10 seconds. It was embarrassing - the guy was telling Rourke far more than he even asked. 13. Hoskin's priest is an ex-army guy and we see him beat up three henchmen behind a pub. Totally uncalled-for and yet another cringe-worthy scene.<br /><br />I'm gonna stop there at unlucky 13 without mentioning Rourke's hair (so falsely red it is laughable), his accent (which to be fair is not too bad sometimes but deteriorates to a barely heard mumble at other times), his clothes, walk, looks to the heavens etc. Nor will I mention the music and the choppy editing style.<br /><br />Oooppps - I have just mentioned them.<br /><br />Overall - a disaster of a film with some obvious religious imagery thrown in (Rourke on the cross, preaching from a pulpit) which would embarrass a first year film student never mind a top star and director.<br /><br />4/10.",negative
"""Don't Drink the Water"" is an unbelievably bad film. It's based on a 1966 Broadway play by Woody Allen. It stars Jackie Gleason, the comic genius behind ""The Honeymooners"". The director, Howard Morris, has appeared in several Mel Brooks comedies (Life Stinks, High Anxiety, Silent Movie)and has made a mark in animation (characters he has voiced include Gopher from ""Pooh"", Jughead (Archie)and Beetle Bailey) What went wrong?<br /><br />I think the problem is that the premise is played out too seriously to work effectively. Allen's original play was tongue-in-cheek, which is why it worked on Broadway and in Allen's 1994 remake. The screenplay by R.S. Allen and Harvey Bullock beats the premise to death and makes too many changes from the original play. Making Gleason's wife an airhead in this version when she was a headstrong woman in the original is just one example of why this doesn't work.<br /><br />The acting isn't much better. Gleason does the best he can with the material, but he can't save this. Gleason was a comic genius , but also a fine actor as he demonstrated in ""The Hustler"" and ""Soldier in the Rain"". His abrasive personality could have worked here, but the lousy script doesn't even give him a chance. Too bad. Estelle Parsons' airhead wife will drive you nuts after 20 minutes. See how soon it'll take for YOU to want to strangle her. That is also a shame because she is also a fine actress, having turned in two exceptional performances in ""Bonnie and Clyde"" and ""Rachel, Rachel"" None of the other actors do particularly well either.<br /><br />Woody Allen hated this film so much that he remade the film in 1994 with himself and Julie Kavner (Marge Simpson) in the leads. They manage to hit all the right notes and the film itself is a comic masterpiece. It's finally on video after a long battle over rights. Do go out and find that version. All the 1969 original is good for is clearing out unwanted guests who overstay their welcome.<br /><br />1/2* out of 4 stars",negative
"Maybe it's just a personal affection for this screen version of the Mika Waltari novel, or a fondness for things Egyptian (I grew up loving to visit the mummies in Boston's Museum of Fine Arts) but I think Maltin is a tad tough on this rather good film. The production values are great regarding color and cinematography, and it appears some effort went into historical authenticity (much of it from the novel, I'm sure). Purdom is admittedly a bit stiff in the lead role, but one can accept this as part of Sinuhe's character. Victor Mature is, well, Victor Mature. Peter Ustinov is a delight to watch in this type of role, which he always did so well and so wittily. Bella Darvi's performance as Nefer is classically camp, and I find even Michael Wilding's rather dry portrayal of Akenaten to have its own appeal.<br /><br />The historical oddity of Akenaten's monotheism, a brief detour in ancient Egypt's theological history, is interesting, as is Akenaten himself, and well worth reading about; the religious wars portrayed here have a basis in fact.<br /><br />An interesting footnote regarding Darvi, whose birth name was Bayla Wegier: she was a Polish emigre who producer Darryl Zanuck and his wife Violet took under their wing (I believe they may even have adopted her). Her screen name Darvi is formed from Zannuck's and his wife's first names. She continued her acting career in France, but never achieved great success and, after a rather unhappy life, died at her own hand in 1971.<br /><br />Altogether this is an interesting film and enjoyable to watch for the visual values alone. American Movie Classics shows this occasionally in letterbox, which is essential to capturing the scope and sweep of the story.",positive
"The operative rule in the making of this film seems to have been ""never make a 1 minute scene when you can make it a 10 minute scene."" This was a principle set right from the start with an interminably long portrayal of the graduation of the Harvard class of 1870. The point of that scene, I suppose, was to introduce some of the primary figures in the story and give a bit of their background - which is somewhat effective when comparing the idealism of the Harvard graduation ceremony to the realism of life in Johnson County, Wyoming, but it just keeps going and going, and that sets the stage for a film that features repeated stretches of mind-numbing nothingness, made even worse by the fact that I found a significant amount of the dialogue to be almost incoherent. In the end, I couldn't even watch this in one sitting. I got through about half of it and had to set it aside for a couple of days before I could drag myself back to see how it turned out.<br /><br />My reaction to this movie in many ways is a shame, because there are positives here. The performances are generally of a high calibre, especially from Kris Kristofersson as Averill, Christopher Walken as Champion and Isabelle Huppert as Ella. The basic story - interspersed as it is around that ever-present mind-numbing nothingness - is potentially interesting, focusing on the efforts of immigrants to establish themselves in Johnson County and a local cattle company's efforts to stop them by killing a number of them in collaboration with the government and the military. There's also some absolutely breathtaking scenery shots. Having said that, the whole thing could frankly have been done in half the time - and should have been. In the end, all those potential positives are washed out by - again - the mind-numbing nothingness that the movie seems to revolve around. Seriously - 2/10.",negative
"Great characters, great acting, great dialogue, incredible plot twists in plain language one of the best shows I've ever seen in my life. Do yourself a favor and watch this show, you won't regret it. This show re-writes the book on Sci-Fi!",positive
"This 1974 Naschy outing is directed by Leon Klimovsky, and a cursory glance at the publicity photos and packaging might lead you to believe that this medieval romp lies somewhere between ""Inquisition"" and ""Sadomania"". Sadly not.<br /><br />This is a strictly PG affair with tame torture sequences, no nudity and little edge at all. Naschy (of whom I am a fan) struts his stuff as Gilles de Lancre, ""antiguo Mariscal de la nacion"". Sadly he is more pantomime villain than anything else. One gets the feeling with this film that we have seen him (and it) done all before. Strictly therefore for Naschy completest only.",negative
"Well, basically, the movie blows! It's Blair Witch meets Sean Penn's ill conceived fantasy about going to Iraq to show the world what the ""War on Terror"" is really about. The script sounds like it was written by 8th grader (no offense to 8th graders); the two main actors over-act the entire film; they used the wrong kind of camera and the wrong type of film(not that i know anything about those things--but it just didn't look like real documentaries I've watched), and worst of all Christian Johnson took a great idea and made it suck. It reminded me of the time I tried to draw a picture of my dog and ended up with a really bad stick figure looking thing that looked more like a giant turd. I'd rather watch the Blair Witch VIII, than sit through that again.",negative
"I don't see why all the people are giving this film negative reviews?!?! I loved this movie! Bled is a form of abstract art, and if you don't appreciate art, I can see why you would not like this film. It was a great twist from the average, played out vampire movie. If you are looking for a fresh, new and ingenious new vampire movie, then this is for you. But if you want one of those turn into bats, wolves and melt in the sunlight movies, then go watch your old played out Dracula flicks. Sure, it is a bit on the low budget side, but they did a great job with the budget they had. I'm very happy that I found this movie, because I was about to give up on the vampire genre fro good. I thought this film was brilliant! I give 2 thumbs up to the writer, director and everyone involved in the film.",positive
"This is waaaaay to much.. so frustrating to watch.. I was waiting for the whole damn movie to end and to finally get some ANSWERS!!.. and what I've had in the end was nothing but a HUUUGE neon-sign question mark above my head!!!!! I haven't seen such a bad acting and such a nonsense movie in a long long time.. and what's bothering me is.. how come someone (an actor) read the script of such a bull!?#@ movie and say: OK, I'M IN!!! LET'S FILM THIS! This is horrible!!! THIS MOVIE SUUUUUUUUUUUUCKS!!!!!! I just can't believe I've spent an hour and a half of my life on something like this!!!",negative
"Early 80's creature feature concerns a long abandoned gold mine that some intrepid miners are determined to check out. Naturally, they find no gold down there but one very hungry monster that slithers along in search of prey.<br /><br />While I have to be honest and admit I found it dull at first (I personally prefer the thematically similar ""The Boogens""), it actually grew on me as it went along. Now, the characters aren't too interesting nor the actors either. The closest to an interesting character is Morgan, played by Keith Hurt. In any event, female lead Terri Berland is quite good looking and Rolf Theison makes his domineering jerk an easy person to hate. The writer played by effects man Mark Sawicki wears thin quickly.<br /><br />It begins in a comfortably predictable enough way, with a nighttime set piece in which two victims are claimed to get things off to an acceptable start. The monster itself is intriguing for its design (as you can imagine, it gets revealed a bit at a time until late in the game) and for being the product of stop motion animation when this process was no longer used very much. Director Melanie Anne Phillips (directing under the pseudonym of David Michael Hillman) and crew deserve some credit for their creation of atmosphere. They manage to make the film look quite claustrophobic and gloomy, and their use of lighting works well. The film does build in intensity towards a pretty good ending. Suffice it to say, they do the best they can on their low budget.<br /><br />An obscure little item worth looking into for die-hard horror buffs.<br /><br />7/10",positive
"I saw this back in '94 when it was finally released. Apparently because Orion pictures was in bankruptcy, I think, the movie had not been released a couple of years earlier.<br /><br />I have problem remembering details partly because I haven't seen it in a long time, but I do remember it as a very dull movie. I kept debating whether to walk out of it. The store was not at all interesting or engaging. Was a 3rd rate America Graffiti imitation. <br /><br />None of the performances make it worth watching either. One of the biggest disappointments since a local newspaper reviewer gave it a high rating.",negative
"Every great gangster movie has under-currents of human drama. Don't expect an emotional story of guilt, retribution and despair from ""Scarface"". This is a tale of ferocious greed, corruption, and power. The darker side of the fabled ""American Dream"".<br /><br />Anybody complaining about the ""cheesiness"" of this film is missing the point. The superficial characters, cheesy music, and dated fashions further fuel the criticism of this life of diabolical excess. Nothing in the lives of these characters really matter, not on any human level at least. In fact the film practically borderlines satire, ironic considering all the gangsta rappers that were positively inspired by the lifestyle of Tony Montana.<br /><br />This isn't Brian DePalma's strongest directorial effort, it is occasionally excellent and well-handled (particularly the memorable finale), but frequently sinks to sloppy and misled. Thankfully, it is supported by a very strong script by Oliver Stone (probably good therapy for him, considering the coke habit he was tackling at the time). The themes are consistent, with the focus primarily on the life of Tony Montana, and the evolution of his character as he is consumed by greed and power. The dialogue is also excellent, see-sawing comfortably between humour and drama. There are many stand-out lines, which have since wormed their way into popular culture in one form or another.<br /><br />The cast help make it what it is as well, but this is really Pacino's film. One of his earlier less subtle performances (something much more common from him nowadays), this is a world entirely separate from Michael Corleone and Frank Serpico. Yet he is as watchable here as ever, in very entertaining (and intentionally over-the-top) form. It is hard to imagine another Tony Montana after seeing this film, in possibly one of the most mimicked performances ever. Pfeiffer stood out as dull and uncomfortable on first viewing, but I've come to realize how she plays out the part of the bored little wife. Not an exceptional effort, but unfairly misjudged. The supporting players are very good too, particularly Paul Shenar as the suave Alejandro Sosa.<br /><br />Powerful, occasionally humorous, sometimes shocking, and continually controversial. ""Scarface"" is one of the films of the eighties (whatever that might mean to you). An essential and accessible gangster flick, and a pop-culture landmark. 9/10",positive
"When you think of brilliant Australian comedy you don't think of Skit shows (Although I'm quite partial to a bit of 80's and 90's Full Frontal) or even Sitcoms - you think of SATIRE! Something that we Australians really know how to do well. (Eg: Front Line, The Micallef Program) We know how to take the pi$$, and The Chaser's War on Everything, is a classic example of how to do it, and how to do it really well. <br /><br />I've been a huge fan of Chris Taylor and Craig Reucassel for a long time. I remember listening to them on Triple J's afternoon show. They were, and remain, two of the funniest comedians around.<br /><br />Although I was sad when they left Triple J, I was excited to find out what they were investing so much time in that made them have to leave. (They were doing CNNNN and Triple J at the same time, so I figured this was something much bigger) And what an amazingly HILARIOUS show Chaser is. Biting political and social satire at it's best.<br /><br />I'm also pleased to say that it has recently received a MUCH better time slot than Friday nights and has been moved to Wednesday nights right after Spicks and Specks. THANK YOU ABC!! Finally I don't have to tape it! :)",positive
"This movie is horrible, but you have to see it because of that. I'm not here to discuss the entire film, just the greatest chase scene ever. When Eddie dumbs milk on Tim, he gets chased down the hallway. Eddie puts obstacles in the jocks way with hilarious consequences (like a cymbal nailing a trumpet player; buy the DVD and watch it slow). The best obstacle is a knocked over mop bucket which one jock jumps over but proceeds to slide on the ground out a door. But when he slides he picks up speed thus defying physics (mainly friction); yet what lies behind the door is supreme. The steepest stair case in any school ever, which this jock proceeds to CLEAR in the air. In reality he probably would die of a broken neck. Not only does he defy all concepts of reality, he makes the funniest noise ever made in that situation. Go and buy this one. Trust me this scene is worth your 6 bucks.",positive
"OK, first of all, Steve Irwin, rest in peace. You were loved by many fans. Now...this movie wasn't a movie at all. It was ""The Crocodile Hunter"" TV program with bad acting, bad scripts, and bad directing in between Steve capturing or teaching us about animals. He was entertaining as an animal seeker/specialist. Millions will miss him. But the whole movie idea was a big mistake. The plot was so broken, it was almost non-existent. Casting was horrible. The acting wasn't even worth elementary school-level actors. The direction must be faulted as well. If you can't get a half-way decent performance out of your actors, no matter how bad the script is, you must not be that good in the first place. I could have written a better script. I wish I had never been to see this movie. Of course, I watched it for $3 ($1.50 for me, $1.50 for my son.) while out with friends who insisted upon seeing this instead of Scooby Doo Live Action. My son, who is not so discriminating, liked the movie alright, but he still has never asked to see it again. If you want fond memories of Steve Irwin, buy his series on DVD. Avoid this movie like the plague. If I were Steve, I know I wouldn't want to be remembered for this movie. Respect him: avoid this movie!",negative
"I saw one of the stage performances in Denver and have never been less impressed. The word ""vagina"" says it all. A body part. Nothing shocking here. I could say to my doctor, ""My left arm has been hurting a bit after tennis"" or ""My vagina hurts after cycling"" with equal or more social commentary. It could be the ""Tricep Monologues"" for all the entertainment or radical comment I heard. The monologues were dull but delivered with drama, the topics were outdated, and I was alternately bored and annoyed. Once I think I laughed but apparently it wasn't when I was supposed to. Surely this isn't really a hit. Oh, and spoilers: there was a LESBIAN! - oh, wait, maybe not, come to think of it. And Inappropriate Fondling! And a Crack Mama! That about covers it.",negative
"This time we get a psycho toy maker named ""Joe Petto"" (get it?) who makes living, evil toys that kill people. He goes after the family who has the bad luck of just simply living in the same house where he and his mutant robot son ""Pino"" (again, get it?) used to live.<br /><br />Easily the worst (and hopefully [presumably] the last) in this semi - series, this one and the previous one look like soft core porn movies, but without the sex and nudity. It's kind of like a low rent hybrid of ""Halloween III"", ""Puppet Master"", ""Dolls"" and bad home movies. Supposedly in 2000 they started to do a sixth chapter in the series, but it was abandoned and never completed. We can all only hope that it stays that way...<br /><br />1/2 a star out of ****<br /><br />",negative
"This is just a long advertisement for the movie ""The Death Tunnel"". Although it is an interesting history of the Waverly Hills Sanatorium, the whole ghost theory is up to your interpretation. More ""Ghost Orbs"" which you can duplicate with dust in front of a flash camera, and the ""Ectoplasmic Mist"" is just someone's cigarette smoke lit up with the camera flash. I couldn't see any ""Shadow People"" until they drew an outline around the blurry distortion of the image. No scientific explanations were suggested for the phenomena, only paranormal. Perhaps these are only events one would have to see to believe, so be sure to make plans to visit the Sanatorium on your next vacation in Louisville, Kentucky.",negative
"This is the second Baby Burlesk short to be released, and probably the most popular one, is a spoof of the 1926 silent film What Price Glory.<br /><br />I watched this and I do not understand the kiddie-porn that is being claimed. It is just a cute little film. I have seen family shows that I grew up watching in the '80's and '90's that had little girls dressed more provocatively acting in a 'mature manner'. It was more provocative because they WEREN'T dressed in diapers. There's nothing provocative about a diaper unless you have one of those fetishes. (just a joke) I read that description of the movie and where it states only a pedophile would enjoy watching this. That is sick. To me, if you watch this and are bothered by it, then maybe you need to look into your own psyche and try to figure out why it bothers you. It is an innocent film that was made as a parody of another film. All of the B.B. films were parodies, nothing more. The parodies/spoofs of today are graphic in nature and have true almost pornographic scenes and quite vile language. Shouldn't those be more appalling? I can watch those without issue, but they sometimes take children's stories and turn them into filth on those parodies. That is what should get under your skin. Not that they babified (not a word, I know) an adult movie from 1926, because we know how PORNOGRAPHIC those silent films were, huh? Not to mention those 'Forbidden Hollywood Pre-Code era films' so vile and filthy. They would NEVER make such filth today? (note the sarcasm)",positive
"An example of genius filmaking. The epic story of three major stages of life for a young boy told with eloquence and raw fearlessness. Rarely does a film come along that causes me to out loud say during most of the viewing, ""this is a really good film...."" again and again. That is exactly what happened when I watched this film. I really do not understand how anyone could not like it. I found myself at moments crying and laughing at the very same moment, unable to control how I felt about the scene. The acting is outstanding. Eric Mabius- why is he not all over movie screens? He was really extraordinary. His seemingly effortless attempt on the screen impacted me in deep visceral ways. I thank him. In my opinion, Eric Schaeffer is one of the best filmakers around, and I hope he continues to rise to the challenges that he faces while trying to give us art in the face of ferocious commercial filmaking.<br /><br />",positive
"My parents may enjoy this show, but I fail to find the humor in it. What is so funny about a dentist husband impregnating his hygienist assistant and the oldest daughter getting impregnated by the captain of the high school football team? Absolutely nothing! It's a shock to me sometimes what people think constitutes humor nowadays. Blame that on shows like ""The Dating Game"" and ""The Newlywed Game"" bringing the issue of sex to the forefront in the mid-1960s. Sure, the series has its touching moments, still that's no excuse for the content that otherwise went into this series. This is nothing like the family-oriented days of ""I Love Lucy"" some five decades before. <br /><br />An answer I would have to why this series plays on the Lifetime cable channel is because that channel's brass think women can relate to Reba's character! I absolutely dislike the character of Reba Hart's daughter, Kyra. She is best described as a ditsy and bitter teenager! Funny, I wonder if the actress who played Kyra; Scarlett Pomers, is like that in real life away from acting. Who plays the blockhead ex-husband dentist, Christopher Rich, is not much better. Barbara Jean, played by Melissa Peterman, is ditsy in herself! The characters of Van and Cheyenne are also very annoying.<br /><br />Something else that baffles me is why the dingbat-of-a-series creator, Allison M. Gibson, decided to set the series in where I live 25 miles away from; Houston, Texas! Reba McEntire isn't even from this state, she's an Oklahoman! Why is it during one season or more they decided to make the incidental music sound like a pig snorting? What I mean by that is where we hear this baritone saxophone being played with drums accompanying it, but the melodies are basically tuneless!",negative
"It would be wrong and reprehensible of me to advise you to watch Killjoy 2, you must have better things to do, washing the car, throwing stones in a stream, but at the same time it's nowhere near as awful as you probably think it is. It's almost a proper film, which a lot more than most straight-to-DVD sludge can manage. Killjoy 2 is helped a great deal by Trent Haaga's manic turn as the eponymous clown, he throws himself into the role with such fevered abandonment that he almost tips the scales in the movie's favour, but, of course, it takes more than one man in big shoes. Tammi Sutton gives the most entertaining director cameo since Roger Corman in Creature from the Haunted Sea and the whole thing is nearly destroyed by the rushed, sugary ending. All over the place and almost good fun.",negative
"Dean Koontz's book ""Watchers"" is one of the finest books I have read. Sadly, the movie is a sad caricature of the book. The disillusioned middle-aged hero and the lonely spinster with whom he finds a meaning to his life are converted in the movie into a couple of silly teenagers, the stoic security agent and the conscientious sheriff are combined into a farcical villain - you get the picture? The moviemakers have taken a moving tale of love, horror and adventure and converted it into a Z-Grade horror flick aimed - very poorly - at the teen market.<br /><br />Buy the book and enjoy many hours of reading - it will be far, far more rewarding than watching the movie.<br /><br />",negative
"This is one horror movie based TV show that gets it right. Friday the 13th the series had no connection to the movies. Poltergeist the legacy: I'm not so sure. It may have been loosely connected to the movies. It feels like they just throw a famous title on a show so fans will watch it.<br /><br />It shows Freddy being burned by the Elm street parents(in the 1st episode I believe) and the amount of parents were disappointing. With all the kids he targeted in the 1st 3 movies, you'd expect there to be more parents. But oh well.<br /><br />Freddy is basically the narrator for the show. He watches the actions of people in the real world sometimes getting involved somehow. Just like other anthology shows like Tales from the crypt, there's a supernatural or surprise ending twist involved.<br /><br />The acting lacks but believe it or not: the violence sometimes surpasses that of the movie. This show lasted a couple of seasons and was made around the time of the 4th movie. i heard it was canceled due to protesting parents. I watched a lot of R rated stuff as a kid, so its a shame parents had to ruin it for everyone. 4 more movies came after the series , so it wasn't a total loss.",positive
"Blue ribbon banners, stars and stripes forever, decorated generals, and unconditional surrender from the enemies which required tons and tons of radiation, this was the summon substance of the United States victory in World War II!! The celebration on Times Square as well as everywhere else in the United States suggests a national zenith!!! America is on top right!! one thing, one agonizing and painstakingly perverse thing..The period of adjustment!!..The actual celebration ended when the bottle of champagne was finished..Now everyone needs to get on with their lives...only one problem though...they have to get new lives...the old lives are gone forever...Polite and pleasant smiles had a fragile facade with a longevity of ice cubes in boiling water!! Everyone of the characters in the movie is paraded by primal doubts, and unable to masquerade a pretense about how nothing was seriously wrong, for the simple reason that it was not true!!! Once sergeants, and generals, and their wives, and daughters, and sons and virtually all other Americans touched by World War II, were exposed to disabilities, nightmares and recriminations of World War II and what it really accomplished as well as negated, nobody was the same!! For now, social and moral issues had a self serving interest...Frederick March and Myrna Loy had to start over!! Dana Andrews realized that he should never have been married to Virginia Mayo in the first place!!! Theresa Wright has become painfully aware of the fact that she is constructively selfish!! Las but not least, the character, Homer, is about to get married and he thinks that everyone around him is as devastated by his injury as he is, basically in the sense that they are unable or unwilling to cope!!<br /><br />The reason this film is so fabulous is because a happy ending was attained the hard way, once everybody recognized the new beginning of the new United States and the new world overall, tragedy from WWII was recognized, and things that were emotionally torn asunder were taken in stride, and dealt with accordingly!! Frederick March and Myrna Loy need to go back to chapter one in their marriage, Homer has apprised his new bride as to what it takes to be married to him (i.e. half the times, she will feel like a nurse) and Thresa Wright's involvement with Dana Andrews means that her entrance into adulthood has resulted in partial responsibility for breaking up a marriage...This is tantamount to learning how to drive a car to get your driver's license at the Indianapolis 500...The characters in the movie are the typical post WWII Americans in that they are stalemated by the rude awakening of coercive changes to their lives...Happiness no longer is afforded the luxury of the adjective cop-aesthetic...it is now about formidable conditions, and good winning out over evil by way of the less ugly choice!!...World War II did not just happen!! It will henceforth dominate the social patterns of American living!!!<br /><br />The aggregate catastrophe of World War II has mirrored most Americans' feelings of personal human inadequacy as well!!I loved this film and so did AFI, probably for the reason that it brought out issues that were at one time unjustifiably taboo!!..Bottom line, see this movie!! Nightmares about combat, dilemmas about marital unhappiness and/or readjustment, coping with your life when stricken-ed by a disability and just basically acting human are portrayed constantly in movies and television today, HOWEVER!! this is 1946!! Very new to Americans then....REMEMBER THAT!! Director William Wyler has illustrated how Americans feel about the aftermath of WWII in the days when the movie industry has left him with one hand tied behind his back!!! Take that into account and you will probably realize just how sensational this movie really was!!",positive
"**** WARNING: here be spoilers **** Why do I waste my hastily fleeing years watching garbage like this? This film is an impressive collection of clichés, poor writing, worse directing, and then we haven't even got to the acting yet. <br /><br />And of course, you can predict the whole story from beginning to end.<br /><br />Hero expert fights against stupid, corrupt and incompetent henchmen. One avalanche goes off, burying all the heroes who somehow manage to get out alive in spite of going through all sorts of cliffhanger perils. Corrupt partner who caused the whole thing gets fried alive together with his payoff money. Second avalanche heroically deflected by renegade expert's adventurous experiment. Evil henchmen in the end turn out to have a heart as well. Troubled teenager falls into the arms of her crusty stepmother after being saved by her. Etc, etc, etc, etc, on and on it goes. <br /><br />In fact, there's little reason to warn for spoilers. You could probably work the whole plot out if I gave you the basic ingredients. At least, I wasn't too wide off the mark most of the time, anticipating what would happen next.<br /><br />And then we haven't discussed the factual errors.<br /><br />I agree with a previous commentator that even though there are usually SOME redeeming features even of a bad movie. you'd be hard pressed to find any in this one. I suppose I gave it 2 out of 10 for some nice scenery shots, but that's it.<br /><br />It's been some time since a film made me groan, but this one certainly did.",negative
"The novel is easily superior and the best parts of the film are direct translations from what Greene wrote; for instance the quiet but grim humour that breaks into the scenes with Boyer and Lorre, or the murdered-child obsession that takes over some of the plot. Where the film deviates from the novel, it tends to the ludicrous.<br /><br />However I don't want to suggest that the film is bad in any way. It always looks the part and the story stays in the mind like a good 'un. Some of the minor characters were stock actors who could turn their hand to anything.<br /><br />It's a dreadful shame that the film's not available on DVD.",positive
"WARNING:I advise anyone who has not seen the film yet to not read this comment.<br /><br />When I first started to watch this movie my expectations were it was a vampire movie, that is going to be awesome considering how Rodriguez and Tarantino both helped make the film. I began about 15 minutes into it and already my hopes for this movie were down the drain, which shocked me. First, the story it was going with was not at all appealing in anyway possible, and just flat out boring and uncompelling to the point where I just wanted to turn it off. I was getting more frustrated with this movie as it dragged on, but I guess I had hopes that it would get better.... then when it finally showed vampires it BLEW MY MIND, in a VERY bad way. I thought,""Okay this movie started with some backwash horrible story about these two criminals, then VERY slowly turned into some vampire movie which I thought it was going to be from the beginning, in like, the last 30 minutes?"" To add on to that, they try to make the main characters all cool and awesome and mean around the end when they're just not; A bunny would've been more intimidating than these characters! This movie is a horrible piece of crap!!! From Dusk Till dawn disgraced me and left a terrible taste in my mouth, disheartening thoughts in my head, and left my body unable to move from the horrible shock that I just wasted 108 minutes of my life away on a horrendous film. I do not understand how George Clooney, Quentin Tarintino, Cheech Marin and Danny Trejo, all being the good and honorable actors that they are, could take part in this useless filth. In my opinion, From Dusk Till Dawn is one of the worst movies ever made that I have suffered my eyes on. Do not see it, you'll be doing yourelf a GREAT favor...",negative
"What the hell was all that about? I saw The Matrix and was amazed. It was the most spectacular movie ever made. What ever possesed the Wachowski brothers to do this film is beyond me.<br /><br />There is no plot, you can't argue with that. Basically all this film was was a load of talking, and don't get me wrong, I have no problem with talky films, but all the talking in The Matrix Reloaded was a pointless load of drivvle. Then there would be a fight sequence which lasted WAY too long, then more pointless drivvle, then another fight scene that lasts too long and it all builds up to the biggest anti-climax ever. A little bearded bloke talking a load of uncomprehensible bull for 20 minutes.<br /><br />Also, Keanu Reeves gives his worst performance yet. I knew he wasn't a good actor but this was beyond a joke. If you watch his films in the order he was in them it would seem he got gradually worse as they went along. God knows what his performance is like in Something's Gotta Give! Keanu Reeves: The only plank of wood ever to become an actor.<br /><br />After the splendor of the first film this came as a massive dissapointment. If you haven't already seen the first film I suggest you watch it, but don't waste your time with this utter pile of turd.<br /><br />",negative
"I really enjoyed this movie and it was a little difficult do that when your brother is making stupid comments in it ever 30 seconds. But this movie I enjoyed, mostly because I'm used to the usual HK action films. Most of the films like this are don't watch it for the story line, watch it for the mindless action. And mindless action is right. You get to see Jet Li Jump, spin, kick, punch, shoot, make impossible jumps and dodge countless bullets. It's true that this movie was released to a broader audience after Li was in Lethal Weapon 4. That is one of the reasons the ratings on this movie dropped. Most people were probably expecting to see a movie that was as polished as a North American film. But you need to remember most HK film budgets aren't nearly as high as a North American film, and the style in a HK action film is usually very different usually requiring in wire work in a lot of them. If you want to see a good action film you should see this just try to ignore the dubbing.<br /><br />My rating was an 8.",positive
